incident_id,date,time,year,month,hour,day_of_week,area,locality,street_name,zone,location_type,latitude,longitude,incident_type,incident_sub_type,severity,status,department,response_time_minutes,people_involved,victim_count,injuries,damage_cost,report_source,lighting_condition,cctv_available,premises_status,weather_condition,offender_captured
883,2024-10-30,03:20:00,2024,10,3,Thursday,Gachibowli,Lake View Road,West,West,Residential,17.437066,78.356371,Public Complaint,Theft,Critical,In Progress,GHMC,26,26,18,15,166092,Neighbor,Well-lit,Yes,Open,Fog,No
884,2024-11-10,18:35:00,2024,11,18,Friday,Secunderabad,Railway Station Road,North,North,Commercial,17.429808,78.49349,Accident,Fire Alert,Critical,Resolved,Traffic Police,5,17,14,4,176744,Neighbor,Dim,Yes,Open,Clear,No
885,2024-11-21,11:50:00,2024,11,11,Thursday,Banjara Hills,Road No 12,Central,Central,Commercial,17.412626,78.489188,Crime,Noise Complaint,Medium,Resolved,Police,37,31,0,0,102970,Driver,Dim,Yes,Open,Fog,Yes
886,2024-12-02,03:05:00,2024,12,3,Monday,Jubilee Hills,Metro Road,Central,Central,Commercial,17.43752,78.469805,Disaster,Car Accident,High,Open,Disaster Management,53,3,3,2,94285,Family,Well-lit,No,Open,Hot,Yes
887,2024-12-13,16:20:00,2024,12,16,Sunday,Miyapur,Industrial Road,West,North,Industrial Area,17.498009,78.374491,Crime,Theft,High,Open,Police,12,14,2,2,84418,Citizen,No Streetlights,Yes,Open,Clear,No
888,2024-12-24,09:35:00,2024,12,9,Thursday,Uppal,Market Road,East,East,Commercial,17.425237,78.551566,Public Complaint,Noise Complaint,Critical,In Progress,GHMC,25,42,14,11,179583,Police,No Streetlights,No,Open,Hot,No
889,2024-12-25,22:50:00,2024,12,22,Sunday,Charminar,Old City Lane,South,South,Commercial,17.349935,78.468374,Crime,Theft,Low,Open,Police,58,26,17,13,160489,Citizen,Daylight,Yes,Open,Heavy Rain,No
890,2024-12-26,15:05:00,2024,12,15,Thursday,Kukatpally,School Street,North,Central,School,17.488187,78.414384,Fire,Flood,Critical,Resolved,Fire Department,40,13,12,8,87096,Police,Dim,Yes,Open,Clear,No
891,2024-12-27,06:20:00,2024,12,6,Friday,Ameerpet,Hospital Road,Central,Central,Hospital,17.424677,78.449992,Public Complaint,Flood,High,Open,GHMC,7,42,19,9,147091,Driver,No Streetlights,Yes,Open,Rain,Yes
892,2024-12-28,19:35:00,2024,12,19,Wednesday,LB Nagar,Metro Road,East,East,Commercial,17.345713,78.550967,Accident,Heart Attack,Medium,In Progress,Traffic Police,10,11,7,1,69467,Citizen,No Streetlights,Yes,Open,Hot,No
893,2024-12-29,12:50:00,2024,12,12,Friday,Nampally,Main Road,Central,Central,Residential,17.40383,78.482475,Disaster,Noise Complaint,Low,Open,Disaster Management,16,3,0,0,112136,Police,Daylight,No,Open,Hot,No
895,2024-12-31,17:20:00,2024,12,17,Wednesday,Hitech City,IT Park Road,West,West,Public Park,17.456131,78.386615,Fire,Noise Complaint,Critical,Resolved,Fire Department,57,46,3,2,19178,Family,No Streetlights,Yes,Open,Heavy Rain,No
896,2025-01-11,10:35:00,2025,1,10,Monday,Medchal,Highway Road,North,North,Commercial,17.567417,78.493707,Fire,Car Accident,Low,Resolved,Fire Department,34,49,12,3,88900,Citizen,No Streetlights,No,Open,Rain,No
897,2025-01-22,03:50:00,2025,1,3,Thursday,Begumpet,Metro Road,North,Central,Residential,17.437436,78.475366,Crime,Noise Complaint,Critical,In Progress,Police,43,25,17,4,116997,Citizen,Dim,No,Open,Rain,No
898,2025-02-02,19:05:00,2025,2,19,Wednesday,Shamshabad,Airport Road,South,South,Residential,17.326487,78.424114,Public Complaint,Car Accident,Low,In Progress,GHMC,30,46,15,4,57590,Driver,Daylight,Yes,Open,Hot,Yes
899,2025-02-13,12:20:00,2025,2,12,Tuesday,Patancheru,Industrial Road,North,North,Industrial Area,17.532161,78.398494,Medical Emergency,Flood,Medium,Resolved,Ambulance,31,25,5,1,101873,Neighbor,Well-lit,Yes,Open,Rain,No
900,2025-02-24,05:35:00,2025,2,5,Friday,Shadnagar,Village Area,South,South,Village Area,17.303213,78.383907,Fire,Noise Complaint,Medium,Resolved,Fire Department,51,16,1,1,138727,Neighbor,Well-lit,No,Open,Hot,Yes
901,2025-03-07,20:50:00,2025,3,20,Wednesday,Hayathnagar,School Street,East,East,School,17.38247,78.513153,Medical Emergency,Noise Complaint,Critical,In Progress,Ambulance,20,14,6,3,134674,Police,No Streetlights,No,Open,Fog,Yes
902,2025-03-18,12:05:00,2025,3,12,Wednesday,Chevella,Agricultural Road,South,South,Residential,17.320585,78.425707,Accident,Car Accident,Low,Resolved,Traffic Police,25,6,6,3,63211,Citizen,Dim,No,Open,Clear,Yes
903,2025-03-29,15:20:00,2025,3,15,Friday,Madhapur,Road No 36,West,West,Residential,17.447061,78.405673,Disaster,Car Accident,Medium,In Progress,Disaster Management,53,12,0,0,167893,Police,Daylight,Yes,Open,Clear,Yes
904,2025-04-09,02:35:00,2025,4,2,Thursday,Gachibowli,Lake View Road,West,West,Commercial,17.420437,78.344923,Fire,Theft,Low,Open,Fire Department,19,29,15,11,6601,Family,No Streetlights,No,Open,Clear,Yes
905,2025-04-20,17:50:00,2025,4,17,Monday,Secunderabad,Railway Station Road,North,North,Residential,17.448972,78.505808,Public Complaint,Noise Complaint,Critical,Resolved,GHMC,32,2,0,0,82781,Police,No Streetlights,No,Open,Heavy Rain,No
906,2025-05-01,09:05:00,2025,5,9,Saturday,Banjara Hills,Road No 12,Central,Central,Residential,17.418782,78.47858,Accident,Flood,Low,Open,Traffic Police,46,31,11,11,94510,Anonymous,No Streetlights,Yes,Open,Cloudy,No
907,2025-05-12,22:20:00,2025,5,22,Monday,Jubilee Hills,Metro Road,Central,Central,Residential,17.41863,78.457011,Public Complaint,Fire Alert,High,In Progress,GHMC,8,28,4,1,191641,Driver,Daylight,No,Open,Heavy Rain,Yes
908,2025-05-23,13:35:00,2025,5,13,Thursday,Miyapur,Industrial Road,West,North,Industrial Area,17.486431,78.390086,Disaster,Heart Attack,Critical,Open,Disaster Management,18,36,3,1,118108,Driver,Daylight,Yes,Open,Fog,Yes
909,2025-06-03,06:50:00,2025,6,6,Friday,Uppal,Market Road,East,East,Commercial,17.41845,78.548769,Medical Emergency,Car Accident,Medium,Open,Ambulance,48,27,14,2,3898,Police,Well-lit,Yes,Open,Hot,No
910,2025-06-14,19:05:00,2025,6,19,Sunday,Charminar,Old City Lane,South,South,Commercial,17.373087,78.47882,Medical Emergency,Fire Alert,Critical,Open,Ambulance,46,10,4,4,163570,Driver,Dim,No,Open,Cloudy,Yes
911,2025-06-25,10:20:00,2025,6,10,Monday,Kukatpally,School Street,North,Central,School,17.481829,78.399076,Public Complaint,Noise Complaint,Critical,Resolved,GHMC,15,42,13,1,166563,Citizen,Daylight,Yes,Open,Hot,Yes
912,2025-07-06,03:35:00,2025,7,3,Sunday,Ameerpet,Hospital Road,Central,Central,Hospital,17.443242,78.446488,Crime,Theft,Low,Open,Police,51,11,5,4,16018,Neighbor,No Streetlights,Yes,Open,Fog,No
913,2025-07-17,16:50:00,2025,7,16,Thursday,LB Nagar,Metro Road,East,East,Commercial,17.353563,78.561646,Medical Emergency,Fire Alert,Low,In Progress,Ambulance,7,33,20,11,181712,Police,Well-lit,Yes,Open,Fog,No
914,2025-07-28,01:05:00,2025,7,1,Thursday,Nampally,Main Road,Central,Central,Residential,17.397571,78.479332,Medical Emergency,Fire Alert,Medium,Open,Ambulance,51,27,5,0,92293,Anonymous,No Streetlights,No,Open,Rain,Yes
915,2025-08-08,18:20:00,2025,8,18,Wednesday,Tolichowki,Residential Area,South,South,Commercial,17.399659,78.417334,Medical Emergency,Theft,Medium,In Progress,Ambulance,35,35,18,12,122998,Driver,No Streetlights,No,Open,Cloudy,Yes
916,2025-08-19,09:35:00,2025,8,9,Wednesday,Hitech City,IT Park Road,West,West,Public Park,17.449807,78.385777,Medical Emergency,Theft,Medium,Resolved,Ambulance,48,41,1,0,34007,Driver,Well-lit,Yes,Open,Rain,No
917,2025-08-30,22:50:00,2025,8,22,Saturday,Medchal,Highway Road,North,North,Residential,17.563049,78.498821,Fire,Theft,High,Open,Fire Department,27,38,9,9,111633,Citizen,Dim,Yes,Open,Rain,Yes
918,2025-09-10,12:05:00,2025,9,12,Wednesday,Begumpet,Metro Road,North,Central,Commercial,17.452934,78.481138,Medical Emergency,Car Accident,Medium,Open,Ambulance,34,19,14,6,144509,Family,Well-lit,Yes,Open,Cloudy,Yes
919,2025-09-21,03:20:00,2025,9,3,Monday,Shamshabad,Airport Road,South,South,Residential,17.324765,78.435872,Public Complaint,Flood,Low,In Progress,GHMC,14,40,20,19,62379,Citizen,No Streetlights,Yes,Open,Fog,Yes
920,2025-10-02,16:35:00,2025,10,16,Saturday,Patancheru,Industrial Road,North,North,Industrial Area,17.512484,78.416373,Fire,Heart Attack,High,In Progress,Fire Department,41,6,0,0,174059,Police,Well-lit,Yes,Open,Cloudy,No
921,2025-10-13,07:50:00,2025,10,7,Thursday,Shadnagar,Village Area,South,South,Village Area,17.29151,78.402086,Disaster,Car Accident,High,Resolved,Disaster Management,29,28,12,4,153617,Driver,Daylight,Yes,Open,Cloudy,Yes
922,2025-10-24,21:05:00,2025,10,21,Sunday,Hayathnagar,School Street,East,East,School,17.378823,78.512549,Disaster,Theft,High,Resolved,Disaster Management,16,4,2,1,62820,Police,Well-lit,Yes,Open,Clear,Yes
923,2025-11-04,12:20:00,2025,11,12,Monday,Chevella,Agricultural Road,South,South,Residential,17.307324,78.43258,Accident,Fire Alert,Low,Resolved,Traffic Police,58,8,8,8,166582,Family,Daylight,No,Open,Hot,Yes
924,2025-11-15,17:35:00,2025,11,17,Sunday,Madhapur,Road No 36,West,West,Residential,17.438886,78.400782,Fire,Fire Alert,Critical,Resolved,Fire Department,50,5,4,2,22604,Anonymous,No Streetlights,Yes,Open,Rain,No
925,2025-11-26,04:50:00,2025,11,4,Friday,Gachibowli,Lake View Road,West,West,Residential,17.424128,78.335837,Disaster,Car Accident,Medium,Resolved,Disaster Management,48,17,12,4,73374,Citizen,Well-lit,Yes,Open,Rain,Yes
926,2025-12-07,20:05:00,2025,12,20,Saturday,Secunderabad,Railway Station Road,North,North,Commercial,17.449041,78.509189,Disaster,Theft,High,Resolved,Disaster Management,8,14,10,6,9550,Police,Dim,Yes,Open,Hot,Yes
927,2025-12-18,11:20:00,2025,12,11,Monday,Banjara Hills,Road No 12,Central,Central,Residential,17.420222,78.478364,Disaster,Heart Attack,Critical,Resolved,Disaster Management,8,49,16,14,124183,Driver,No Streetlights,Yes,Open,Heavy Rain,Yes
928,2025-12-29,02:35:00,2025,12,2,Wednesday,Jubilee Hills,Metro Road,Central,Central,Residential,17.438568,78.469209,Disaster,Flood,Critical,Open,Disaster Management,20,8,0,0,56178,Family,Dim,No,Open,Clear,No
931,2022-01-12,19:20:00,2022,1,19,Tuesday,Charminar,Old City Lane,South,South,Residential,17.351223,78.467834,Disaster,Fire Alert,Low,Resolved,Disaster Management,60,28,11,9,176073,Driver,Dim,Yes,Open,Clear,No
932,2022-01-23,10:35:00,2022,1,10,Thursday,Kukatpally,School Street,North,Central,School,17.474215,78.411528,Accident,Car Accident,High,Open,Traffic Police,50,15,2,2,44101,Neighbor,Dim,No,Open,Heavy Rain,No
933,2022-02-03,03:50:00,2022,2,3,Wednesday,Ameerpet,Hospital Road,Central,Central,Hospital,17.439716,78.462737,Medical Emergency,Fire Alert,Medium,Open,Ambulance,26,4,2,2,87090,Police,Daylight,Yes,Open,Fog,Yes
934,2022-02-14,17:05:00,2022,2,17,Thursday,LB Nagar,Metro Road,East,East,Commercial,17.358554,78.550877,Public Complaint,Car Accident,Critical,In Progress,GHMC,26,34,5,1,92527,Police,No Streetlights,No,Open,Heavy Rain,Yes
935,2022-02-25,08:20:00,2022,2,8,Saturday,Nampally,Main Road,Central,Central,Commercial,17.380907,78.479609,Crime,Heart Attack,High,Open,Police,51,42,0,0,37611,Anonymous,Dim,No,Open,Cloudy,No
936,2022-03-08,21:35:00,2022,3,21,Thursday,Tolichowki,Residential Area,South,South,Residential,17.37372,78.426429,Accident,Theft,Critical,In Progress,Traffic Police,25,9,8,1,31299,Anonymous,Daylight,No,Open,Cloudy,Yes
937,2022-03-19,12:50:00,2022,3,12,Thursday,Hitech City,IT Park Road,West,West,Public Park,17.452078,78.364672,Fire,Fire Alert,Medium,Resolved,Fire Department,22,24,9,3,172157,Police,Well-lit,Yes,Open,Fog,Yes
938,2022-03-30,04:05:00,2022,3,4,Saturday,Medchal,Highway Road,North,North,Commercial,17.569555,78.487549,Disaster,Heart Attack,High,Resolved,Disaster Management,40,44,3,0,160938,Neighbor,Daylight,No,Open,Cloudy,Yes
939,2022-04-10,15:20:00,2022,4,15,Saturday,Begumpet,Metro Road,North,Central,Commercial,17.4499,78.487042,Public Complaint,Fire Alert,Critical,In Progress,GHMC,37,8,6,4,145116,Driver,Dim,No,Open,Hot,Yes
940,2022-04-21,06:35:00,2022,4,6,Wednesday,Shamshabad,Airport Road,South,South,Commercial,17.312153,78.444634,Medical Emergency,Flood,High,In Progress,Ambulance,22,30,0,0,106174,Police,Well-lit,Yes,Open,Hot,Yes
941,2022-05-02,19:50:00,2022,5,19,Friday,Patancheru,Industrial Road,North,North,Industrial Area,17.515444,78.420864,Medical Emergency,Car Accident,Medium,Resolved,Ambulance,9,18,10,4,102352,Family,Well-lit,No,Open,Heavy Rain,No
942,2022-05-13,11:05:00,2022,5,11,Saturday,Shadnagar,Village Area,South,South,Village Area,17.292161,78.401014,Fire,Fire Alert,Low,Resolved,Fire Department,19,24,18,9,185649,Neighbor,No Streetlights,Yes,Open,Heavy Rain,No
943,2022-05-24,00:20:00,2022,5,0,Friday,Hayathnagar,School Street,East,East,School,17.383474,78.536353,Fire,Car Accident,Medium,Resolved,Fire Department,20,4,3,0,29790,Driver,Daylight,Yes,Open,Cloudy,No
944,2022-06-04,15:35:00,2022,6,15,Sunday,Chevella,Agricultural Road,South,South,Residential,17.308938,78.425907,Medical Emergency,Car Accident,Low,In Progress,Ambulance,40,28,3,2,26392,Police,No Streetlights,Yes,Open,Heavy Rain,No
945,2022-06-15,08:50:00,2022,6,8,Sunday,Madhapur,Road No 36,West,West,Commercial,17.455409,78.404238,Disaster,Noise Complaint,Medium,Open,Disaster Management,47,20,20,3,38475,Family,Daylight,No,Open,Rain,No
946,2022-06-26,22:05:00,2022,6,22,Monday,Gachibowli,Lake View Road,West,West,Commercial,17.424234,78.363242,Crime,Heart Attack,Critical,Resolved,Police,19,38,2,1,193475,Citizen,No Streetlights,Yes,Open,Clear,No
947,2022-07-07,13:20:00,2022,7,13,Saturday,Secunderabad,Railway Station Road,North,North,Commercial,17.448932,78.482401,Accident,Theft,High,Open,Traffic Police,44,50,20,11,69705,Citizen,Daylight,No,Open,Clear,No
948,2022-07-18,04:35:00,2022,7,4,Wednesday,Banjara Hills,Road No 12,Central,Central,Residential,17.424771,78.488753,Disaster,Noise Complaint,Low,Open,Disaster Management,60,17,4,1,104363,Neighbor,Well-lit,Yes,Open,Clear,Yes
949,2022-07-29,17:50:00,2022,7,17,Friday,Jubilee Hills,Metro Road,Central,Central,Residential,17.437381,78.4643,Fire,Car Accident,Critical,Open,Fire Department,58,3,1,1,185109,Citizen,Dim,No,Open,Rain,Yes
950,2022-08-09,09:05:00,2022,8,9,Monday,Miyapur,Industrial Road,West,North,Industrial Area,17.502464,78.376452,Fire,Car Accident,Low,In Progress,Fire Department,27,29,1,0,20535,Family,Dim,Yes,Open,Fog,Yes
951,2022-08-20,22:20:00,2022,8,22,Sunday,Uppal,Market Road,East,East,Residential,17.408296,78.576381,Fire,Heart Attack,High,Resolved,Fire Department,55,15,11,10,106132,Police,No Streetlights,No,Open,Hot,No
952,2022-08-31,13:35:00,2022,8,13,Saturday,Charminar,Old City Lane,South,South,Residential,17.350466,78.482969,Crime,Heart Attack,Critical,In Progress,Police,39,33,8,5,141416,Family,No Streetlights,No,Open,Cloudy,Yes
953,2022-09-11,06:50:00,2022,9,6,Saturday,Kukatpally,School Street,North,Central,School,17.479344,78.402213,Disaster,Theft,Medium,In Progress,Disaster Management,16,20,17,14,191582,Citizen,Dim,No,Open,Clear,No
954,2022-09-22,18:05:00,2022,9,18,Saturday,Ameerpet,Hospital Road,Central,Central,Hospital,17.428849,78.456872,Fire,Car Accident,Critical,In Progress,Fire Department,31,28,9,0,155892,Family,No Streetlights,No,Open,Heavy Rain,Yes
955,2022-10-03,09:20:00,2022,10,9,Thursday,LB Nagar,Metro Road,East,East,Residential,17.351942,78.541751,Fire,Car Accident,Low,In Progress,Fire Department,16,50,2,1,162156,Driver,Daylight,No,Open,Fog,Yes
956,2022-10-14,02:35:00,2022,10,2,Thursday,Nampally,Main Road,Central,Central,Commercial,17.397955,78.487407,Crime,Fire Alert,Low,Open,Police,25,37,19,6,146802,Citizen,Well-lit,Yes,Open,Hot,Yes
957,2022-10-25,15:50:00,2022,10,15,Monday,Tolichowki,Residential Area,South,South,Commercial,17.386144,78.428658,Public Complaint,Flood,High,Open,GHMC,41,31,9,3,127189,Neighbor,Well-lit,Yes,Open,Rain,No
958,2022-11-05,08:05:00,2022,11,8,Friday,Hitech City,IT Park Road,West,West,Public Park,17.438158,78.374769,Disaster,Fire Alert,Low,Open,Disaster Management,34,24,18,17,179249,Neighbor,No Streetlights,Yes,Open,Hot,No
959,2022-11-16,21:20:00,2022,11,21,Saturday,Medchal,Highway Road,North,North,Commercial,17.577239,78.491528,Disaster,Flood,Low,In Progress,Disaster Management,26,41,17,16,156702,Neighbor,No Streetlights,No,Open,Cloudy,Yes
960,2022-11-27,12:35:00,2022,11,12,Saturday,Begumpet,Metro Road,North,Central,Commercial,17.448477,78.468896,Crime,Heart Attack,Medium,In Progress,Police,55,41,7,6,106745,Anonymous,Daylight,No,Open,Fog,Yes
961,2022-12-08,03:50:00,2022,12,3,Saturday,Shamshabad,Airport Road,South,South,Commercial,17.309122,78.429101,Accident,Fire Alert,Low,Resolved,Traffic Police,28,39,6,1,103602,Family,No Streetlights,Yes,Open,Rain,Yes
962,2022-12-19,16:05:00,2022,12,16,Thursday,Patancheru,Industrial Road,North,North,Industrial Area,17.514109,78.420802,Accident,Flood,Medium,Open,Traffic Police,60,24,2,2,13736,Neighbor,Daylight,Yes,Open,Hot,Yes
963,2022-12-30,09:20:00,2022,12,9,Friday,Shadnagar,Village Area,South,South,Village Area,17.297505,78.407402,Accident,Fire Alert,High,Resolved,Traffic Police,53,41,9,9,196241,Family,Dim,No,Open,Rain,Yes
964,2023-01-10,22:35:00,2023,1,22,Monday,Hayathnagar,School Street,East,East,School,17.387286,78.511681,Disaster,Heart Attack,Critical,In Progress,Disaster Management,41,22,1,0,60582,Citizen,Well-lit,No,Open,Rain,No
965,2023-01-21,13:50:00,2023,1,13,Monday,Chevella,Agricultural Road,South,South,Commercial,17.306219,78.432168,Accident,Noise Complaint,Low,In Progress,Traffic Police,14,14,5,5,12279,Citizen,Dim,Yes,Open,Heavy Rain,Yes
966,2023-02-01,05:05:00,2023,2,5,Thursday,Madhapur,Road No 36,West,West,Residential,17.436208,78.378165,Medical Emergency,Flood,High,In Progress,Ambulance,19,14,8,2,165177,Neighbor,Dim,Yes,Open,Cloudy,No
967,2023-02-12,20:20:00,2023,2,20,Monday,Gachibowli,Lake View Road,West,West,Residential,17.440847,78.34404,Disaster,Noise Complaint,Critical,Open,Disaster Management,5,5,3,2,70823,Driver,Dim,No,Open,Heavy Rain,Yes
968,2023-02-23,11:35:00,2023,2,11,Tuesday,Secunderabad,Railway Station Road,North,North,Commercial,17.438953,78.501222,Crime,Car Accident,Low,Open,Police,37,13,5,2,56987,Neighbor,Daylight,No,Open,Hot,Yes
969,2023-03-06,02:50:00,2023,3,2,Friday,Banjara Hills,Road No 12,Central,Central,Residential,17.428506,78.469996,Accident,Flood,Critical,In Progress,Traffic Police,57,29,17,10,32306,Neighbor,Daylight,Yes,Open,Fog,No
970,2023-03-17,16:05:00,2023,3,16,Saturday,Jubilee Hills,Metro Road,Central,Central,Residential,17.441189,78.449275,Public Complaint,Car Accident,Medium,Resolved,GHMC,56,14,7,2,17107,Neighbor,Well-lit,Yes,Open,Rain,No
971,2023-03-28,09:20:00,2023,3,9,Friday,Miyapur,Industrial Road,West,North,Industrial Area,17.500073,78.374468,Fire,Flood,Critical,Open,Fire Department,57,50,10,10,130427,Driver,Well-lit,Yes,Open,Fog,No
972,2023-04-08,22:35:00,2023,4,22,Wednesday,Uppal,Market Road,East,East,Commercial,17.424707,78.572911,Medical Emergency,Theft,Low,Resolved,Ambulance,8,10,1,1,102256,Family,No Streetlights,Yes,Open,Rain,No
973,2023-04-19,13:50:00,2023,4,13,Friday,Charminar,Old City Lane,South,South,Commercial,17.360905,78.473413,Crime,Noise Complaint,Medium,Open,Police,54,30,0,0,156678,Family,Dim,Yes,Open,Fog,No
974,2023-04-30,06:05:00,2023,4,6,Tuesday,Kukatpally,School Street,North,Central,School,17.471742,78.413552,Disaster,Car Accident,Critical,In Progress,Disaster Management,31,6,4,1,113983,Citizen,Well-lit,No,Open,Hot,Yes
975,2023-05-11,17:20:00,2023,5,17,Thursday,Ameerpet,Hospital Road,Central,Central,Hospital,17.430423,78.442762,Crime,Car Accident,Low,Open,Police,16,32,3,0,86577,Neighbor,Daylight,No,Open,Hot,No
976,2023-05-22,10:35:00,2023,5,10,Wednesday,LB Nagar,Metro Road,East,East,Commercial,17.339376,78.558878,Medical Emergency,Car Accident,Low,Resolved,Ambulance,20,34,14,10,189844,Family,No Streetlights,No,Open,Cloudy,Yes
977,2023-06-02,01:50:00,2023,6,1,Tuesday,Nampally,Main Road,Central,Central,Commercial,17.38019,78.500412,Disaster,Car Accident,Low,In Progress,Disaster Management,9,44,13,4,75420,Citizen,Well-lit,No,Open,Hot,Yes
978,2023-06-13,15:05:00,2023,6,15,Saturday,Tolichowki,Residential Area,South,South,Residential,17.394501,78.410125,Accident,Noise Complaint,Medium,Resolved,Traffic Police,51,34,7,3,83816,Anonymous,Daylight,Yes,Open,Hot,No
979,2023-06-24,06:20:00,2023,6,6,Tuesday,Hitech City,IT Park Road,West,West,Public Park,17.451305,78.391789,Accident,Heart Attack,Critical,In Progress,Traffic Police,5,32,9,7,15405,Citizen,No Streetlights,No,Open,Heavy Rain,Yes
980,2023-07-05,19:35:00,2023,7,19,Wednesday,Medchal,Highway Road,North,North,Commercial,17.569283,78.4897,Accident,Noise Complaint,Critical,Open,Traffic Police,37,24,0,0,43774,Family,Dim,Yes,Open,Fog,Yes
981,2023-07-16,10:50:00,2023,7,10,Thursday,Begumpet,Metro Road,North,Central,Residential,17.459997,78.485634,Accident,Noise Complaint,Medium,Open,Traffic Police,54,29,12,5,195377,Anonymous,Well-lit,Yes,Open,Fog,Yes
982,2023-07-27,03:05:00,2023,7,3,Friday,Shamshabad,Airport Road,South,South,Residential,17.327919,78.44621,Public Complaint,Noise Complaint,Low,In Progress,GHMC,48,30,2,2,160677,Citizen,Dim,Yes,Open,Fog,Yes
983,2023-08-07,16:20:00,2023,8,16,Sunday,Patancheru,Industrial Road,North,North,Industrial Area,17.517414,78.406446,Fire,Heart Attack,High,In Progress,Fire Department,52,25,18,8,97331,Driver,Dim,Yes,Open,Fog,No
984,2023-08-18,07:35:00,2023,8,7,Monday,Shadnagar,Village Area,South,South,Village Area,17.3017,78.396706,Medical Emergency,Heart Attack,Low,In Progress,Ambulance,31,2,2,0,109564,Family,No Streetlights,No,Open,Cloudy,Yes
985,2023-08-29,20:50:00,2023,8,20,Friday,Hayathnagar,School Street,East,East,School,17.376539,78.518849,Medical Emergency,Heart Attack,High,Open,Ambulance,35,14,3,3,150057,Police,Dim,No,Open,Hot,Yes
986,2023-09-09,12:05:00,2023,9,12,Friday,Chevella,Agricultural Road,South,South,Commercial,17.306836,78.410045,Crime,Flood,Critical,Open,Police,31,49,16,10,185446,Citizen,Dim,No,Open,Cloudy,No
988,2023-10-01,16:35:00,2023,10,16,Tuesday,Gachibowli,Lake View Road,West,West,Residential,17.42246,78.357014,Fire,Heart Attack,Low,Resolved,Fire Department,25,24,3,3,11674,Neighbor,Dim,No,Open,Clear,No
989,2023-10-12,09:50:00,2023,10,9,Friday,Secunderabad,Railway Station Road,North,North,Commercial,17.424393,78.506993,Accident,Car Accident,High,Open,Traffic Police,58,11,2,2,141573,Citizen,Well-lit,No,Open,Fog,Yes
990,2023-10-23,01:05:00,2023,10,1,Wednesday,Banjara Hills,Road No 12,Central,Central,Commercial,17.422906,78.482272,Disaster,Noise Complaint,High,Resolved,Disaster Management,48,2,1,0,159241,Driver,Dim,No,Open,Rain,Yes
991,2023-11-03,14:20:00,2023,11,14,Sunday,Jubilee Hills,Metro Road,Central,Central,Residential,17.433567,78.462893,Disaster,Fire Alert,Low,In Progress,Disaster Management,10,20,8,6,44357,Family,Dim,Yes,Open,Clear,No
992,2023-11-14,07:35:00,2023,11,7,Saturday,Miyapur,Industrial Road,West,North,Industrial Area,17.494961,78.385381,Disaster,Car Accident,High,In Progress,Disaster Management,28,14,9,9,80586,Driver,No Streetlights,No,Open,Heavy Rain,No
993,2023-11-25,20:50:00,2023,11,20,Saturday,Uppal,Market Road,East,East,Commercial,17.42832,78.552903,Disaster,Car Accident,Medium,Resolved,Disaster Management,21,15,3,0,129855,Driver,Daylight,Yes,Open,Hot,Yes
994,2023-12-06,12:05:00,2023,12,12,Thursday,Charminar,Old City Lane,South,South,Residential,17.370291,78.477352,Public Complaint,Theft,Critical,Open,GHMC,37,28,14,7,129542,Neighbor,No Streetlights,No,Open,Cloudy,No
995,2023-12-17,03:20:00,2023,12,3,Wednesday,Kukatpally,School Street,North,Central,School,17.490835,78.400821,Crime,Flood,Low,In Progress,Police,17,32,14,1,7159,Citizen,No Streetlights,Yes,Open,Rain,Yes
996,2023-12-28,16:35:00,2023,12,16,Tuesday,Ameerpet,Hospital Road,Central,Central,Hospital,17.421541,78.439941,Fire,Fire Alert,Low,Open,Fire Department,56,3,1,0,84624,Family,Daylight,Yes,Open,Hot,No
998,2023-12-30,23:05:00,2023,12,23,Thursday,Nampally,Main Road,Central,Central,Residential,17.396536,78.500647,Disaster,Flood,High,In Progress,Disaster Management,9,3,0,0,172068,Neighbor,Dim,Yes,Open,Hot,Yes
999,2023-12-31,14:20:00,2023,12,14,Wednesday,Tolichowki,Residential Area,South,South,Commercial,17.388182,78.414946,Public Complaint,Theft,Low,In Progress,GHMC,41,37,0,0,135528,Anonymous,Daylight,No,Open,Heavy Rain,Yes
1000,2024-01-11,05:35:00,2024,1,5,Monday,Hitech City,IT Park Road,West,West,Public Park,17.432102,78.38023,Accident,Theft,Critical,In Progress,Traffic Police,16,10,10,10,19991,Anonymous,Daylight,No,Open,Rain,No
1001,2024-01-22,20:50:00,2024,1,20,Friday,Medchal,Highway Road,North,North,Commercial,17.574183,78.497169,Accident,Flood,Critical,Resolved,Traffic Police,50,36,7,5,68685,Family,Daylight,No,Open,Rain,Yes
1002,2024-02-02,12:05:00,2024,2,12,Friday,Begumpet,Metro Road,North,Central,Residential,17.436046,78.466109,Fire,Flood,Medium,Resolved,Fire Department,21,44,12,12,13155,Driver,Dim,Yes,Open,Hot,Yes
1003,2024-02-13,03:20:00,2024,2,3,Thursday,Shamshabad,Airport Road,South,South,Residential,17.3375,78.430567,Medical Emergency,Noise Complaint,Critical,Resolved,Ambulance,34,22,6,3,39256,Neighbor,Well-lit,No,Open,Clear,No
1004,2024-02-24,16:35:00,2024,2,16,Sunday,Patancheru,Industrial Road,North,North,Industrial Area,17.519794,78.422108,Medical Emergency,Fire Alert,Critical,In Progress,Ambulance,58,33,8,5,86484,Neighbor,No Streetlights,No,Open,Clear,Yes
